Species 1,Species 2,Dist
NC 005318.1 A.thazard,NC 014059.1 T.obesus,"0,1933189087"
MK801690.1 A.thazard,NC 014059.1 T.obesus,"0,1771784733"
KM651783.1 E.affinis,NC 014059.1 T.obesus,"0,1985550015"
MW232422.1 E.affinis,NC 014059.1 T.obesus,"0,1985550015"
MW232423.1 E.affinis,NC 014059.1 T.obesus,"0,1985550015"
NC 025934.1 E.affinis,NC 014059.1 T.obesus,"0,1985550015"
AP012946.1 E.affinis,NC 014059.1 T.obesus,"0,2025232763"
AB099716.1 E.alletteratus,NC 014059.1 T.obesus,"0,2116319061"
NC 004530.1 E.alletteratus,NC 014059.1 T.obesus,"0,2116319061"
MW232424.1 E.alletteratus,NC 014059.1 T.obesus,"0,2116319061"
JN086155.1 K.pelamis,NC 014059.1 T.obesus,"0,1846498755"
AB101290.1 K.pelamis,NC 014059.1 T.obesus,"0,1807436056"
NC 005316.1 K.pelamis,NC 014059.1 T.obesus,"0,1807436056"
GU256527.1 K.pelamis,NC 014059.1 T.obesus,"0,1846498755"
KM605252.1 K.pelamis,NC 014059.1 T.obesus,"0,1807436056"
MW232426.1 K.pelamis,NC 014059.1 T.obesus,"0,1807436056"
MW232429.1 K.pelamis,NC 014059.1 T.obesus,"0,1807436056"
AB101291.1 T.alalunga,NC 014059.1 T.obesus,"0,0775607374"
NC 005317.1 T.alalunga,NC 014059.1 T.obesus,"0,0775607374"
GU256526.1 T.alalunga,NC 014059.1 T.obesus,"0,0809277535"
JN086151.1 T.alalunga,NC 014059.1 T.obesus,"0,0809277535"
KP259549.1 T.alalunga,NC 014059.1 T.obesus,"0,0840732950"
JN086153.1 T.albacares,NC 014059.1 T.obesus,"0,0389418284"
KM588080.1 T.albacares,NC 014059.1 T.obesus,"0,0420668386"
KP259550.1 T.albacares,NC 014059.1 T.obesus,"0,0420668386"
GU256528.1 T.albacares,NC 014059.1 T.obesus,"0,0389418284"
NC 014061.1 T.albacares,NC 014059.1 T.obesus,"0,0389418284"
KT724724.1 T.albacares,NC 014059.1 T.obesus,"0,0389418284"
KM405517.1 T.atlanticus,NC 014059.1 T.obesus,"0,0483760706"
NC 025519.1 T.atlanticus,NC 014059.1 T.obesus,"0,0483760706"
KU955343.1 T.atlanticus,NC 014059.1 T.obesus,"0,0483760706"
KU955344.1 T.atlanticus,NC 014059.1 T.obesus,"0,0452115030"
KF925362.1 T.maccoyii,NC 014059.1 T.obesus,"0,0389418284"
GU256523.1 T.maccoyii,NC 014059.1 T.obesus,"0,0389418284"
NC 014101.1 T.maccoyii,NC 014059.1 T.obesus,"0,0389418284"
JN086150.1 T.maccoyii,NC 014059.1 T.obesus,"0,0389418284"
GU256525.1 T.obesus,NC 014059.1 T.obesus,"0,0000000000"
MW232425.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
KM651784.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
KP259548.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
MK548578.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
MW232421.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
AB103468.1 A.rochei,JN086152.1 T.obesus,"0,1656837142"
AB105165.1 A.rochei,JN086152.1 T.obesus,"0,1694860139"
AB103467.1 A.rochei,JN086152.1 T.obesus,"0,1849911322"
NC 005313.1 A.rochei,JN086152.1 T.obesus,"0,1849911322"
KP259551.1 A.thazard,JN086152.1 T.obesus,"0,1889437220"
AB105447.1 A.thazard,JN086152.1 T.obesus,"0,1933189087"
NC 005318.1 A.thazard,JN086152.1 T.obesus,"0,1933189087"
MK801690.1 A.thazard,JN086152.1 T.obesus,"0,1771784733"
KM651783.1 E.affinis,JN086152.1 T.obesus,"0,1985550015"
MW232422.1 E.affinis,JN086152.1 T.obesus,"0,1985550015"
MW232423.1 E.affinis,JN086152.1 T.obesus,"0,1985550015"
NC 025934.1 E.affinis,JN086152.1 T.obesus,"0,1985550015"
AP012946.1 E.affinis,JN086152.1 T.obesus,"0,2025232763"
AB099716.1 E.alletteratus,JN086152.1 T.obesus,"0,2116319061"
NC 004530.1 E.alletteratus,JN086152.1 T.obesus,"0,2116319061"
MW232424.1 E.alletteratus,JN086152.1 T.obesus,"0,2116319061"
JN086155.1 K.pelamis,JN086152.1 T.obesus,"0,1846498755"
AB101290.1 K.pelamis,JN086152.1 T.obesus,"0,1807436056"
NC 005316.1 K.pelamis,JN086152.1 T.obesus,"0,1807436056"
GU256527.1 K.pelamis,JN086152.1 T.obesus,"0,1846498755"
KM605252.1 K.pelamis,JN086152.1 T.obesus,"0,1807436056"
MW232426.1 K.pelamis,JN086152.1 T.obesus,"0,1807436056"
MW232429.1 K.pelamis,JN086152.1 T.obesus,"0,1807436056"
AB101291.1 T.alalunga,JN086152.1 T.obesus,"0,0775607374"
NC 005317.1 T.alalunga,JN086152.1 T.obesus,"0,0775607374"
GU256526.1 T.alalunga,JN086152.1 T.obesus,"0,0809277535"
JN086151.1 T.alalunga,JN086152.1 T.obesus,"0,0809277535"
KP259549.1 T.alalunga,JN086152.1 T.obesus,"0,0840732950"
JN086153.1 T.albacares,JN086152.1 T.obesus,"0,0389418284"
KM588080.1 T.albacares,JN086152.1 T.obesus,"0,0420668386"
KP259550.1 T.albacares,JN086152.1 T.obesus,"0,0420668386"
GU256528.1 T.albacares,JN086152.1 T.obesus,"0,0389418284"
NC 014061.1 T.albacares,JN086152.1 T.obesus,"0,0389418284"
KT724724.1 T.albacares,JN086152.1 T.obesus,"0,0389418284"
KM405517.1 T.atlanticus,JN086152.1 T.obesus,"0,0483760706"
NC 025519.1 T.atlanticus,JN086152.1 T.obesus,"0,0483760706"
KU955343.1 T.atlanticus,JN086152.1 T.obesus,"0,0483760706"
KU955344.1 T.atlanticus,JN086152.1 T.obesus,"0,0452115030"
KF925362.1 T.maccoyii,JN086152.1 T.obesus,"0,0389418284"
GU256523.1 T.maccoyii,JN086152.1 T.obesus,"0,0389418284"
NC 014101.1 T.maccoyii,JN086152.1 T.obesus,"0,0389418284"
JN086150.1 T.maccoyii,JN086152.1 T.obesus,"0,0389418284"
GU256525.1 T.obesus,JN086152.1 T.obesus,"0,0000000000"
NC 014059.1 T.obesus,JN086152.1 T.obesus,"0,0000000000"
MW232425.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
KM651784.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
KP259548.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
MK548578.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
MW232421.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
AB103468.1 A.rochei,KY400011.1 T.obesus,"0,1656837142"
AB105165.1 A.rochei,KY400011.1 T.obesus,"0,1694860139"
AB103467.1 A.rochei,KY400011.1 T.obesus,"0,1849911322"
NC 005313.1 A.rochei,KY400011.1 T.obesus,"0,1849911322"
KP259551.1 A.thazard,KY400011.1 T.obesus,"0,1889437220"
AB105447.1 A.thazard,KY400011.1 T.obesus,"0,1933189087"
NC 005318.1 A.thazard,KY400011.1 T.obesus,"0,1933189087"
MK801690.1 A.thazard,KY400011.1 T.obesus,"0,1771784733"
KM651783.1 E.affinis,KY400011.1 T.obesus,"0,1985550015"
MW232422.1 E.affinis,KY400011.1 T.obesus,"0,1985550015"
MW232423.1 E.affinis,KY400011.1 T.obesus,"0,1985550015"
NC 025934.1 E.affinis,KY400011.1 T.obesus,"0,1985550015"
AP012946.1 E.affinis,KY400011.1 T.obesus,"0,2025232763"
AB099716.1 E.alletteratus,KY400011.1 T.obesus,"0,2116319061"
NC 004530.1 E.alletteratus,KY400011.1 T.obesus,"0,2116319061"
MW232424.1 E.alletteratus,KY400011.1 T.obesus,"0,2116319061"
JN086155.1 K.pelamis,KY400011.1 T.obesus,"0,1846498755"
AB101290.1 K.pelamis,KY400011.1 T.obesus,"0,1807436056"
NC 005316.1 K.pelamis,KY400011.1 T.obesus,"0,1807436056"
GU256527.1 K.pelamis,KY400011.1 T.obesus,"0,1846498755"
KM605252.1 K.pelamis,KY400011.1 T.obesus,"0,1807436056"
MW232426.1 K.pelamis,KY400011.1 T.obesus,"0,1807436056"
MW232429.1 K.pelamis,KY400011.1 T.obesus,"0,1807436056"
AB101291.1 T.alalunga,KY400011.1 T.obesus,"0,0775607374"
NC 005317.1 T.alalunga,KY400011.1 T.obesus,"0,0775607374"
GU256526.1 T.alalunga,KY400011.1 T.obesus,"0,0809277535"
JN086151.1 T.alalunga,KY400011.1 T.obesus,"0,0809277535"
KP259549.1 T.alalunga,KY400011.1 T.obesus,"0,0840732950"
JN086153.1 T.albacares,KY400011.1 T.obesus,"0,0389418284"
KM588080.1 T.albacares,KY400011.1 T.obesus,"0,0420668386"
KP259550.1 T.albacares,KY400011.1 T.obesus,"0,0420668386"
GU256528.1 T.albacares,KY400011.1 T.obesus,"0,0389418284"
NC 014061.1 T.albacares,KY400011.1 T.obesus,"0,0389418284"
KT724724.1 T.albacares,KY400011.1 T.obesus,"0,0389418284"
KM405517.1 T.atlanticus,KY400011.1 T.obesus,"0,0483760706"
NC 025519.1 T.atlanticus,KY400011.1 T.obesus,"0,0483760706"
KU955343.1 T.atlanticus,KY400011.1 T.obesus,"0,0483760706"
KU955344.1 T.atlanticus,KY400011.1 T.obesus,"0,0452115030"
KF925362.1 T.maccoyii,KY400011.1 T.obesus,"0,0389418284"
GU256523.1 T.maccoyii,KY400011.1 T.obesus,"0,0389418284"
NC 014101.1 T.maccoyii,KY400011.1 T.obesus,"0,0389418284"
JN086150.1 T.maccoyii,KY400011.1 T.obesus,"0,0389418284"
GU256525.1 T.obesus,KY400011.1 T.obesus,"0,0000000000"
NC 014059.1 T.obesus,KY400011.1 T.obesus,"0,0000000000"
JN086152.1 T.obesus,KY400011.1 T.obesus,"0,0000000000"
MW232425.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
KM651784.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
KP259548.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
MK548578.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
MW232421.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
AB103468.1 A.rochei,NC 008455.1 T.orientalis,"0,2046525428"
AB105165.1 A.rochei,NC 008455.1 T.orientalis,"0,2087509264"
AB103467.1 A.rochei,NC 008455.1 T.orientalis,"0,2005874797"
NC 005313.1 A.rochei,NC 008455.1 T.orientalis,"0,2005874797"
KP259551.1 A.thazard,NC 008455.1 T.orientalis,"0,2087509264"
AB105447.1 A.thazard,NC 008455.1 T.orientalis,"0,2133388041"
NC 005318.1 A.thazard,NC 008455.1 T.orientalis,"0,2133388041"
MK801690.1 A.thazard,NC 008455.1 T.orientalis,"0,2046525428"
KM651783.1 E.affinis,NC 008455.1 T.orientalis,"0,2183663201"
MW232422.1 E.affinis,NC 008455.1 T.orientalis,"0,2183663201"
MW232423.1 E.affinis,NC 008455.1 T.orientalis,"0,2183663201"
NC 025934.1 E.affinis,NC 008455.1 T.orientalis,"0,2183663201"
AP012946.1 E.affinis,NC 008455.1 T.orientalis,"0,2224815696"
AB099716.1 E.alletteratus,NC 008455.1 T.orientalis,"0,2406738364"
NC 004530.1 E.alletteratus,NC 008455.1 T.orientalis,"0,2406738364"
MW232424.1 E.alletteratus,NC 008455.1 T.orientalis,"0,2406738364"
JN086155.1 K.pelamis,NC 008455.1 T.orientalis,"0,2083315282"
AB101290.1 K.pelamis,NC 008455.1 T.orientalis,"0,2042498728"
NC 005316.1 K.pelamis,NC 008455.1 T.orientalis,"0,2042498728"
GU256527.1 K.pelamis,NC 008455.1 T.orientalis,"0,2083315282"
KM605252.1 K.pelamis,NC 008455.1 T.orientalis,"0,2042498728"
MW232426.1 K.pelamis,NC 008455.1 T.orientalis,"0,2042498728"
MW232429.1 K.pelamis,NC 008455.1 T.orientalis,"0,2042498728"
AB101291.1 T.alalunga,NC 008455.1 T.orientalis,"0,0146209248"
NC 005317.1 T.alalunga,NC 008455.1 T.orientalis,"0,0146209248"
GU256526.1 T.alalunga,NC 008455.1 T.orientalis,"0,0116623363"
JN086151.1 T.alalunga,NC 008455.1 T.orientalis,"0,0116623363"
KP259549.1 T.alalunga,NC 008455.1 T.orientalis,"0,0145845330"
JN086153.1 T.albacares,NC 008455.1 T.orientalis,"0,0775607374"
KM588080.1 T.albacares,NC 008455.1 T.orientalis,"0,0742162434"
KP259550.1 T.albacares,NC 008455.1 T.orientalis,"0,0742162434"
GU256528.1 T.albacares,NC 008455.1 T.orientalis,"0,0775607374"
NC 014061.1 T.albacares,NC 008455.1 T.orientalis,"0,0775607374"
KT724724.1 T.albacares,NC 008455.1 T.orientalis,"0,0775607374"
KM405517.1 T.atlanticus,NC 008455.1 T.orientalis,"0,0877305796"
NC 025519.1 T.atlanticus,NC 008455.1 T.orientalis,"0,0877305796"
KU955343.1 T.atlanticus,NC 008455.1 T.orientalis,"0,0877305796"
KU955344.1 T.atlanticus,NC 008455.1 T.orientalis,"0,0911670192"
KF925362.1 T.maccoyii,NC 008455.1 T.orientalis,"0,0578213320"
GU256523.1 T.maccoyii,NC 008455.1 T.orientalis,"0,0578213320"
NC 014101.1 T.maccoyii,NC 008455.1 T.orientalis,"0,0578213320"
JN086150.1 T.maccoyii,NC 008455.1 T.orientalis,"0,0578213320"
GU256525.1 T.obesus,NC 008455.1 T.orientalis,"0,0809277535"
NC 014059.1 T.obesus,NC 008455.1 T.orientalis,"0,0809277535"
JN086152.1 T.obesus,NC 008455.1 T.orientalis,"0,0809277535"
KY400011.1 T.obesus,NC 008455.1 T.orientalis,"0,0809277535"
MW232425.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
KM651784.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
KP259548.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
MK548578.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
MW232421.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
AB103468.1 A.rochei,KF906721.1 T.orientalis,"0,2046525428"
AB105165.1 A.rochei,KF906721.1 T.orientalis,"0,2087509264"
AB103467.1 A.rochei,KF906721.1 T.orientalis,"0,2005874797"
NC 005313.1 A.rochei,KF906721.1 T.orientalis,"0,2005874797"
KP259551.1 A.thazard,KF906721.1 T.orientalis,"0,2087509264"
AB105447.1 A.thazard,KF906721.1 T.orientalis,"0,2133388041"
NC 005318.1 A.thazard,KF906721.1 T.orientalis,"0,2133388041"
MK801690.1 A.thazard,KF906721.1 T.orientalis,"0,2046525428"
KM651783.1 E.affinis,KF906721.1 T.orientalis,"0,2183663201"
MW232422.1 E.affinis,KF906721.1 T.orientalis,"0,2183663201"
MW232423.1 E.affinis,KF906721.1 T.orientalis,"0,2183663201"
NC 025934.1 E.affinis,KF906721.1 T.orientalis,"0,2183663201"
AP012946.1 E.affinis,KF906721.1 T.orientalis,"0,2224815696"
AB099716.1 E.alletteratus,KF906721.1 T.orientalis,"0,2406738364"
NC 004530.1 E.alletteratus,KF906721.1 T.orientalis,"0,2406738364"
MW232424.1 E.alletteratus,KF906721.1 T.orientalis,"0,2406738364"
JN086155.1 K.pelamis,KF906721.1 T.orientalis,"0,2083315282"
AB101290.1 K.pelamis,KF906721.1 T.orientalis,"0,2042498728"
NC 005316.1 K.pelamis,KF906721.1 T.orientalis,"0,2042498728"
GU256527.1 K.pelamis,KF906721.1 T.orientalis,"0,2083315282"
KM605252.1 K.pelamis,KF906721.1 T.orientalis,"0,2042498728"
MW232426.1 K.pelamis,KF906721.1 T.orientalis,"0,2042498728"
MW232429.1 K.pelamis,KF906721.1 T.orientalis,"0,2042498728"
AB101291.1 T.alalunga,KF906721.1 T.orientalis,"0,0146209248"
NC 005317.1 T.alalunga,KF906721.1 T.orientalis,"0,0146209248"
GU256526.1 T.alalunga,KF906721.1 T.orientalis,"0,0116623363"
JN086151.1 T.alalunga,KF906721.1 T.orientalis,"0,0116623363"
KP259549.1 T.alalunga,KF906721.1 T.orientalis,"0,0145845330"
JN086153.1 T.albacares,KF906721.1 T.orientalis,"0,0775607374"
KM588080.1 T.albacares,KF906721.1 T.orientalis,"0,0742162434"
KP259550.1 T.albacares,KF906721.1 T.orientalis,"0,0742162434"
GU256528.1 T.albacares,KF906721.1 T.orientalis,"0,0775607374"
NC 014061.1 T.albacares,KF906721.1 T.orientalis,"0,0775607374"
KT724724.1 T.albacares,KF906721.1 T.orientalis,"0,0775607374"
KM405517.1 T.atlanticus,KF906721.1 T.orientalis,"0,0877305796"
NC 025519.1 T.atlanticus,KF906721.1 T.orientalis,"0,0877305796"
KU955343.1 T.atlanticus,KF906721.1 T.orientalis,"0,0877305796"
KU955344.1 T.atlanticus,KF906721.1 T.orientalis,"0,0911670192"
KF925362.1 T.maccoyii,KF906721.1 T.orientalis,"0,0578213320"
GU256523.1 T.maccoyii,KF906721.1 T.orientalis,"0,0578213320"
NC 014101.1 T.maccoyii,KF906721.1 T.orientalis,"0,0578213320"
JN086150.1 T.maccoyii,KF906721.1 T.orientalis,"0,0578213320"
GU256525.1 T.obesus,KF906721.1 T.orientalis,"0,0809277535"
NC 014059.1 T.obesus,KF906721.1 T.orientalis,"0,0809277535"
JN086152.1 T.obesus,KF906721.1 T.orientalis,"0,0809277535"
KY400011.1 T.obesus,KF906721.1 T.orientalis,"0,0809277535"
NC 008455.1 T.orientalis,KF906721.1 T.orientalis,"0,0000000000"
MW232425.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
KM651784.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
KP259548.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
MK548578.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
MW232421.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
AB103468.1 A.rochei,GU256524.1 T.orientalis,"0,2046525428"
AB105165.1 A.rochei,GU256524.1 T.orientalis,"0,2087509264"
AB103467.1 A.rochei,GU256524.1 T.orientalis,"0,2005874797"
NC 005313.1 A.rochei,GU256524.1 T.orientalis,"0,2005874797"
KP259551.1 A.thazard,GU256524.1 T.orientalis,"0,2087509264"
AB105447.1 A.thazard,GU256524.1 T.orientalis,"0,2133388041"
NC 005318.1 A.thazard,GU256524.1 T.orientalis,"0,2133388041"
MK801690.1 A.thazard,GU256524.1 T.orientalis,"0,2046525428"
KM651783.1 E.affinis,GU256524.1 T.orientalis,"0,2183663201"
MW232422.1 E.affinis,GU256524.1 T.orientalis,"0,2183663201"
MW232423.1 E.affinis,GU256524.1 T.orientalis,"0,2183663201"
NC 025934.1 E.affinis,GU256524.1 T.orientalis,"0,2183663201"
AP012946.1 E.affinis,GU256524.1 T.orientalis,"0,2224815696"
AB099716.1 E.alletteratus,GU256524.1 T.orientalis,"0,2406738364"
NC 004530.1 E.alletteratus,GU256524.1 T.orientalis,"0,2406738364"
MW232424.1 E.alletteratus,GU256524.1 T.orientalis,"0,2406738364"
JN086155.1 K.pelamis,GU256524.1 T.orientalis,"0,2083315282"
AB101290.1 K.pelamis,GU256524.1 T.orientalis,"0,2042498728"
NC 005316.1 K.pelamis,GU256524.1 T.orientalis,"0,2042498728"
GU256527.1 K.pelamis,GU256524.1 T.orientalis,"0,2083315282"
KM605252.1 K.pelamis,GU256524.1 T.orientalis,"0,2042498728"
MW232426.1 K.pelamis,GU256524.1 T.orientalis,"0,2042498728"
MW232429.1 K.pelamis,GU256524.1 T.orientalis,"0,2042498728"
AB101291.1 T.alalunga,GU256524.1 T.orientalis,"0,0146209248"
NC 005317.1 T.alalunga,GU256524.1 T.orientalis,"0,0146209248"
GU256526.1 T.alalunga,GU256524.1 T.orientalis,"0,0116623363"
JN086151.1 T.alalunga,GU256524.1 T.orientalis,"0,0116623363"
KP259549.1 T.alalunga,GU256524.1 T.orientalis,"0,0145845330"
JN086153.1 T.albacares,GU256524.1 T.orientalis,"0,0775607374"
KM588080.1 T.albacares,GU256524.1 T.orientalis,"0,0742162434"
KP259550.1 T.albacares,GU256524.1 T.orientalis,"0,0742162434"
GU256528.1 T.albacares,GU256524.1 T.orientalis,"0,0775607374"
NC 014061.1 T.albacares,GU256524.1 T.orientalis,"0,0775607374"
KT724724.1 T.albacares,GU256524.1 T.orientalis,"0,0775607374"
KM405517.1 T.atlanticus,GU256524.1 T.orientalis,"0,0877305796"
NC 025519.1 T.atlanticus,GU256524.1 T.orientalis,"0,0877305796"
KU955343.1 T.atlanticus,GU256524.1 T.orientalis,"0,0877305796"
KU955344.1 T.atlanticus,GU256524.1 T.orientalis,"0,0911670192"
KF925362.1 T.maccoyii,GU256524.1 T.orientalis,"0,0578213320"
GU256523.1 T.maccoyii,GU256524.1 T.orientalis,"0,0578213320"
NC 014101.1 T.maccoyii,GU256524.1 T.orientalis,"0,0578213320"
JN086150.1 T.maccoyii,GU256524.1 T.orientalis,"0,0578213320"
GU256525.1 T.obesus,GU256524.1 T.orientalis,"0,0809277535"
NC 014059.1 T.obesus,GU256524.1 T.orientalis,"0,0809277535"
JN086152.1 T.obesus,GU256524.1 T.orientalis,"0,0809277535"
KY400011.1 T.obesus,GU256524.1 T.orientalis,"0,0809277535"
NC 008455.1 T.orientalis,GU256524.1 T.orientalis,"0,0000000000"
KF906721.1 T.orientalis,GU256524.1 T.orientalis,"0,0000000000"
MW232425.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
KM651784.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
KP259548.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
MK548578.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
MW232421.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
AB103468.1 A.rochei,KF906720.1 T.thynnus,"0,1771784733"
AB105165.1 A.rochei,KF906720.1 T.thynnus,"0,1810695435"
AB103467.1 A.rochei,KF906720.1 T.thynnus,"0,1889437220"
NC 005313.1 A.rochei,KF906720.1 T.thynnus,"0,1889437220"
KP259551.1 A.thazard,KF906720.1 T.thynnus,"0,2091894027"
AB105447.1 A.thazard,KF906720.1 T.thynnus,"0,2138135809"
NC 005318.1 A.thazard,KF906720.1 T.thynnus,"0,2138135809"
MK801690.1 A.thazard,KF906720.1 T.thynnus,"0,1969438927"
KM651783.1 E.affinis,KF906720.1 T.thynnus,"0,2065232976"
MW232422.1 E.affinis,KF906720.1 T.thynnus,"0,2065232976"
MW232423.1 E.affinis,KF906720.1 T.thynnus,"0,2065232976"
NC 025934.1 E.affinis,KF906720.1 T.thynnus,"0,2065232976"
AP012946.1 E.affinis,KF906720.1 T.thynnus,"0,2105555776"
AB099716.1 E.alletteratus,KF906720.1 T.thynnus,"0,2198965571"
NC 004530.1 E.alletteratus,KF906720.1 T.thynnus,"0,2198965571"
MW232424.1 E.alletteratus,KF906720.1 T.thynnus,"0,2198965571"
JN086155.1 K.pelamis,KF906720.1 T.thynnus,"0,1768676172"
AB101290.1 K.pelamis,KF906720.1 T.thynnus,"0,1730214444"
NC 005316.1 K.pelamis,KF906720.1 T.thynnus,"0,1730214444"
GU256527.1 K.pelamis,KF906720.1 T.thynnus,"0,1768676172"
KM605252.1 K.pelamis,KF906720.1 T.thynnus,"0,1730214444"
MW232426.1 K.pelamis,KF906720.1 T.thynnus,"0,1730214444"
MW232429.1 K.pelamis,KF906720.1 T.thynnus,"0,1730214444"
AB101291.1 T.alalunga,KF906720.1 T.thynnus,"0,0546058868"
NC 005317.1 T.alalunga,KF906720.1 T.thynnus,"0,0546058868"
GU256526.1 T.alalunga,KF906720.1 T.thynnus,"0,0578213320"
JN086151.1 T.alalunga,KF906720.1 T.thynnus,"0,0578213320"
KP259549.1 T.alalunga,KF906720.1 T.thynnus,"0,0608903347"
JN086153.1 T.albacares,KF906720.1 T.thynnus,"0,0420668386"
KM588080.1 T.albacares,KF906720.1 T.thynnus,"0,0452115030"
KP259550.1 T.albacares,KF906720.1 T.thynnus,"0,0452115030"
GU256528.1 T.albacares,KF906720.1 T.thynnus,"0,0420668386"
NC 014061.1 T.albacares,KF906720.1 T.thynnus,"0,0420668386"
KT724724.1 T.albacares,KF906720.1 T.thynnus,"0,0420668386"
KM405517.1 T.atlanticus,KF906720.1 T.thynnus,"0,0515607947"
NC 025519.1 T.atlanticus,KF906720.1 T.thynnus,"0,0515607947"
KU955343.1 T.atlanticus,KF906720.1 T.thynnus,"0,0515607947"
KU955344.1 T.atlanticus,KF906720.1 T.thynnus,"0,0547659339"
KF925362.1 T.maccoyii,KF906720.1 T.thynnus,"0,0175971241"
GU256523.1 T.maccoyii,KF906720.1 T.thynnus,"0,0175971241"
NC 014101.1 T.maccoyii,KF906720.1 T.thynnus,"0,0175971241"
JN086150.1 T.maccoyii,KF906720.1 T.thynnus,"0,0175971241"
GU256525.1 T.obesus,KF906720.1 T.thynnus,"0,0389418284"
NC 014059.1 T.obesus,KF906720.1 T.thynnus,"0,0389418284"
JN086152.1 T.obesus,KF906720.1 T.thynnus,"0,0389418284"
KY400011.1 T.obesus,KF906720.1 T.thynnus,"0,0389418284"
NC 008455.1 T.orientalis,KF906720.1 T.thynnus,"0,0578213320"
KF906721.1 T.orientalis,KF906720.1 T.thynnus,"0,0578213320"
GU256524.1 T.orientalis,KF906720.1 T.thynnus,"0,0578213320"
MW232425.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
KM651784.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
KP259548.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
MK548578.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
MW232421.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
AB103468.1 A.rochei,NC 014052.1 T.thynnus,"0,1771784733"
AB105165.1 A.rochei,NC 014052.1 T.thynnus,"0,1810695435"
AB103467.1 A.rochei,NC 014052.1 T.thynnus,"0,1889437220"
NC 005313.1 A.rochei,NC 014052.1 T.thynnus,"0,1889437220"
KP259551.1 A.thazard,NC 014052.1 T.thynnus,"0,2091894027"
AB105447.1 A.thazard,NC 014052.1 T.thynnus,"0,2138135809"
NC 005318.1 A.thazard,NC 014052.1 T.thynnus,"0,2138135809"
MK801690.1 A.thazard,NC 014052.1 T.thynnus,"0,1969438927"
KM651783.1 E.affinis,NC 014052.1 T.thynnus,"0,2065232976"
MW232422.1 E.affinis,NC 014052.1 T.thynnus,"0,2065232976"
MW232423.1 E.affinis,NC 014052.1 T.thynnus,"0,2065232976"
NC 025934.1 E.affinis,NC 014052.1 T.thynnus,"0,2065232976"
AP012946.1 E.affinis,NC 014052.1 T.thynnus,"0,2105555776"
AB099716.1 E.alletteratus,NC 014052.1 T.thynnus,"0,2198965571"
NC 004530.1 E.alletteratus,NC 014052.1 T.thynnus,"0,2198965571"
MW232424.1 E.alletteratus,NC 014052.1 T.thynnus,"0,2198965571"
JN086155.1 K.pelamis,NC 014052.1 T.thynnus,"0,1768676172"
AB101290.1 K.pelamis,NC 014052.1 T.thynnus,"0,1730214444"
NC 005316.1 K.pelamis,NC 014052.1 T.thynnus,"0,1730214444"
GU256527.1 K.pelamis,NC 014052.1 T.thynnus,"0,1768676172"
KM605252.1 K.pelamis,NC 014052.1 T.thynnus,"0,1730214444"
MW232426.1 K.pelamis,NC 014052.1 T.thynnus,"0,1730214444"
MW232429.1 K.pelamis,NC 014052.1 T.thynnus,"0,1730214444"
AB101291.1 T.alalunga,NC 014052.1 T.thynnus,"0,0546058868"
NC 005317.1 T.alalunga,NC 014052.1 T.thynnus,"0,0546058868"
GU256526.1 T.alalunga,NC 014052.1 T.thynnus,"0,0578213320"
JN086151.1 T.alalunga,NC 014052.1 T.thynnus,"0,0578213320"
KP259549.1 T.alalunga,NC 014052.1 T.thynnus,"0,0608903347"
